Url,Date,PageviewsPerMillion,PageviewsPerUser,Rank,ReachPerMillion,gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,xad,exchg,costat
google.com,5/24/18,58810,4.05,1,500900,160329,12/31/18,2018,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,6400,14,A
google.com,5/25/18,56660,3.88,1,494300,160329,12/31/18,2018,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,6400,14,A
google.com,5/26/18,49950,3.45,2,475500,160329,12/31/18,2018,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,6400,14,A
google.com,5/27/18,48100,3.41,2,475800,160329,12/31/18,2018,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,6400,14,A
google.com,5/28/18,56630,3.97,1,500700,160329,12/31/18,2018,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,6400,14,A
google.com,5/29/18,61870,4.4,1,504900,160329,12/31/18,2018,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,6400,14,A
google.com,5/30/18,61880,4.37,1,503800,160329,12/31/18,2018,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,6400,14,A
google.com,5/31/18,62190,4.41,1,502400,160329,12/31/18,2018,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,6400,14,A
google.com,6/1/18,70490,5.15,1,496500,160329,12/31/18,2018,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,6400,14,A
google.com,6/2/18,52830,3.7,2,476800,160329,12/31/18,2018,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,6400,14,A
google.com,6/3/18,49950,3.67,2,479100,160329,12/31/18,2018,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,6400,14,A
google.com,6/4/18,66940,4.91,1,507500,160329,12/31/18,2018,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,6400,14,A
google.com,6/5/18,67460,4.93,1,507800,160329,12/31/18,2018,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,6400,14,A
google.com,6/6/18,72540,5.48,1,507600,160329,12/31/18,2018,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,6400,14,A
google.com,6/7/18,118700,9.16,1,503200,160329,12/31/18,2018,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,6400,14,A
google.com,6/8/18,116200,8.84,1,498300,160329,12/31/18,2018,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,6400,14,A
facebook.com,5/10/18,18740,3.95,3,176800,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,5/11/18,20100,3.96,3,175300,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,5/12/18,20020,3.8,3,175100,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,5/13/18,19600,3.78,3,176100,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,5/14/18,19690,4.03,3,176600,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,5/15/18,19180,3.9,3,175700,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,5/16/18,17020,3.44,3,174800,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,5/17/18,16990,3.41,3,173100,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,5/18/18,17000,3.36,3,172600,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,5/19/18,16630,3.19,3,170700,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,5/20/18,16080,3.16,3,171000,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,5/21/18,16440,3.4,3,172500,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,5/22/18,15760,3.21,3,170700,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,5/23/18,16040,3.25,3,170900,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,5/24/18,16290,3.27,3,171600,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,5/25/18,16320,3.24,3,170600,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,5/26/18,16540,3.2,3,169900,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,5/27/18,16050,3.18,3,170600,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,5/28/18,16770,3.37,3,175000,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,5/29/18,16810,3.47,3,173900,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,5/30/18,17030,3.48,3,174100,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,5/31/18,17400,3.57,3,173600,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,6/1/18,19190,3.88,3,179400,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,6/2/18,17870,3.41,3,174700,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,6/3/18,17100,3.44,3,174800,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,6/4/18,18270,3.82,3,178200,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,6/5/18,18320,3.82,3,178300,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,6/6/18,18840,4,3,180600,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,6/7/18,17590,3.82,3,179000,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,6/8/18,17760,3.77,3,178300,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
facebook.com,6/9/18,17290,3.56,3,174500,170617,12/31/18,2018,INDL,C,D,STD,FB,FACEBOOK INC,USD,1100,14,A
