gvkey,datadate,fyear,tic,conm,curcd,revt,sale,xad,exchg
023667,12/31/2017,2017,ADRNY,KONINKLIJKE AHOLD DELHAIZE,USD,75606.3580,75606.3580,,19
023667,12/31/2018,2018,ADRNY,KONINKLIJKE AHOLD DELHAIZE,USD,71889.2650,71889.2650,,19
023667,12/31/2019,2019,ADRNY,KONINKLIJKE AHOLD DELHAIZE,USD,74355.8240,74355.8240,,19
024616,12/31/2010,2010,PYPL,PAYPAL HOLDINGS INC,USD,,,,14
024616,12/31/2011,2011,PYPL,PAYPAL HOLDINGS INC,USD,,,,14
024616,12/31/2012,2012,PYPL,PAYPAL HOLDINGS INC,USD,,,,14
024616,12/31/2013,2013,PYPL,PAYPAL HOLDINGS INC,USD,6727.0000,6727.0000,176.0000,14
024616,12/31/2014,2014,PYPL,PAYPAL HOLDINGS INC,USD,8025.0000,8025.0000,272.0000,14
024616,12/31/2015,2015,PYPL,PAYPAL HOLDINGS INC,USD,9248.0000,9248.0000,303.0000,14
024616,12/31/2016,2016,PYPL,PAYPAL HOLDINGS INC,USD,10842.0000,10842.0000,350.0000,14
024616,12/31/2017,2017,PYPL,PAYPAL HOLDINGS INC,USD,13055.0000,13055.0000,438.0000,14
024616,12/31/2018,2018,PYPL,PAYPAL HOLDINGS INC,USD,15451.0000,15451.0000,484.0000,14
024616,12/31/2019,2019,PYPL,PAYPAL HOLDINGS INC,USD,17772.0000,17772.0000,399.0000,14
026321,12/31/2012,2012,INST,INSTRUCTURE INC,USD,,,,11
026321,12/31/2013,2013,INST,INSTRUCTURE INC,USD,26.0550,26.0550,2.1920,11
026321,12/31/2014,2014,INST,INSTRUCTURE INC,USD,44.3520,44.3520,3.8490,11
026321,12/31/2015,2015,INST,INSTRUCTURE INC,USD,73.1930,73.1930,6.9650,11
026321,12/31/2016,2016,INST,INSTRUCTURE INC,USD,110.8800,110.8800,8.6730,11
026321,12/31/2017,2017,INST,INSTRUCTURE INC,USD,158.8060,158.8060,9.2740,11
026321,12/31/2018,2018,INST,INSTRUCTURE INC,USD,209.5440,209.5440,11.3870,11
026321,12/31/2019,2019,INST,INSTRUCTURE INC,USD,258.4730,258.4730,12.5240,11
030736,01/31/2015,2014,OKTA,OKTA INC,USD,,,,14
030736,01/31/2016,2015,OKTA,OKTA INC,USD,85.9070,85.9070,3.7000,14
030736,01/31/2017,2016,OKTA,OKTA INC,USD,160.3260,160.3260,4.4000,14
030736,01/31/2018,2017,OKTA,OKTA INC,USD,259.9900,259.9900,9.4000,14
030736,01/31/2019,2018,OKTA,OKTA INC,USD,399.2540,399.2540,10.0000,14
030736,01/31/2020,2019,OKTA,OKTA INC,USD,586.0670,586.0670,17.0000,14
033152,12/31/2015,2015,DBX,DROPBOX INC,USD,,,,14
033152,12/31/2016,2016,DBX,DROPBOX INC,USD,844.8000,844.8000,46.6000,14
033152,12/31/2017,2017,DBX,DROPBOX INC,USD,1106.8000,1106.8000,80.1000,14
033152,12/31/2018,2018,DBX,DROPBOX INC,USD,1391.7000,1391.7000,100.9000,14
033152,12/31/2019,2019,DBX,DROPBOX INC,USD,1661.3000,1661.3000,88.8000,14
033175,12/31/2016,2016,SPOT,SPOTIFY TECHNOLOGY SA,USD,3114.9500,3114.9500,55.9260,11
033175,12/31/2017,2017,SPOT,SPOTIFY TECHNOLOGY SA,USD,4916.9980,4916.9980,144.2640,11
033175,12/31/2018,2018,SPOT,SPOTIFY TECHNOLOGY SA,USD,6021.0160,6021.0160,,11
033175,12/31/2019,2019,SPOT,SPOTIFY TECHNOLOGY SA,USD,7590.4440,7590.4440,,11
035005,01/31/2017,2016,ZM,ZOOM VIDEO COMUNICATIONS INC,USD,,,,14
035005,01/31/2018,2017,ZM,ZOOM VIDEO COMUNICATIONS INC,USD,151.4780,151.4780,17.1000,14
035005,01/31/2019,2018,ZM,ZOOM VIDEO COMUNICATIONS INC,USD,330.5170,330.5170,36.1000,14
035005,01/31/2020,2019,ZM,ZOOM VIDEO COMUNICATIONS INC,USD,622.6580,622.6580,42.0000,14
063590,12/31/2010,2010,BKRIY,BANK OF IRELAND GROUP PLC,USD,5257.1770,,,19
063590,12/31/2010,2010,BKRIY,BANK OF IRELAND GROUP PLC,USD,5257.1770,5257.1770,,19
063590,12/31/2011,2011,BKRIY,BANK OF IRELAND GROUP PLC,USD,6119.3630,,,19
063590,12/31/2011,2011,BKRIY,BANK OF IRELAND GROUP PLC,USD,6119.3630,6119.3630,,19
063590,12/31/2012,2012,BKRIY,BANK OF IRELAND GROUP PLC,USD,5221.6560,,,19
063590,12/31/2012,2012,BKRIY,BANK OF IRELAND GROUP PLC,USD,5221.6560,5221.6560,,19
063590,12/31/2013,2013,BKRIY,BANK OF IRELAND GROUP PLC,USD,5798.2030,,,19
063590,12/31/2013,2013,BKRIY,BANK OF IRELAND GROUP PLC,USD,5798.2030,5798.2030,,19
063590,12/31/2014,2014,BKRIY,BANK OF IRELAND GROUP PLC,USD,5052.1670,,,19
063590,12/31/2014,2014,BKRIY,BANK OF IRELAND GROUP PLC,USD,5052.1670,5052.1670,,19
063590,12/31/2015,2015,BKRIY,BANK OF IRELAND GROUP PLC,USD,4521.6870,,,19
063590,12/31/2015,2015,BKRIY,BANK OF IRELAND GROUP PLC,USD,4521.6870,4521.6870,,19
063590,12/31/2016,2016,BKRIY,BANK OF IRELAND GROUP PLC,USD,3953.8340,,,19
063590,12/31/2016,2016,BKRIY,BANK OF IRELAND GROUP PLC,USD,3953.8340,3953.8340,,19
063590,12/31/2017,2017,BKRIY,BANK OF IRELAND GROUP PLC,USD,4080.2680,,,19
063590,12/31/2017,2017,BKRIY,BANK OF IRELAND GROUP PLC,USD,4080.2680,4080.2680,,19
063590,12/31/2018,2018,BKRIY,BANK OF IRELAND GROUP PLC,USD,3685.4260,,,19
063590,12/31/2018,2018,BKRIY,BANK OF IRELAND GROUP PLC,USD,3685.4260,3685.4260,,19
063590,12/31/2019,2019,BKRIY,BANK OF IRELAND GROUP PLC,USD,3724.5250,,,19
063590,12/31/2019,2019,BKRIY,BANK OF IRELAND GROUP PLC,USD,3724.5250,3724.5250,,19
064768,12/31/2010,2010,AMZN,AMAZON.COM INC,USD,34204.0000,34204.0000,890.0000,14
064768,12/31/2011,2011,AMZN,AMAZON.COM INC,USD,48077.0000,48077.0000,1400.0000,14
064768,12/31/2012,2012,AMZN,AMAZON.COM INC,USD,61093.0000,61093.0000,2000.0000,14
064768,12/31/2013,2013,AMZN,AMAZON.COM INC,USD,74452.0000,74452.0000,2400.0000,14
064768,12/31/2014,2014,AMZN,AMAZON.COM INC,USD,88988.0000,88988.0000,3300.0000,14
064768,12/31/2015,2015,AMZN,AMAZON.COM INC,USD,107006.0000,107006.0000,3800.0000,14
064768,12/31/2016,2016,AMZN,AMAZON.COM INC,USD,135987.0000,135987.0000,5000.0000,14
064768,12/31/2017,2017,AMZN,AMAZON.COM INC,USD,177866.0000,177866.0000,6300.0000,14
064768,12/31/2018,2018,AMZN,AMAZON.COM INC,USD,232887.0000,232887.0000,8200.0000,14
064768,12/31/2019,2019,AMZN,AMAZON.COM INC,USD,280522.0000,280522.0000,11000.0000,14
114524,12/31/2010,2010,EBAY,EBAY INC,USD,9156.2740,9156.2740,808.4000,14
114524,12/31/2011,2011,EBAY,EBAY INC,USD,11651.6540,11651.6540,976.9000,14
114524,12/31/2012,2012,EBAY,EBAY INC,USD,14072.0000,14072.0000,1100.0000,14
114524,12/31/2013,2013,EBAY,EBAY INC,USD,16047.0000,16047.0000,1000.0000,14
114524,12/31/2014,2014,EBAY,EBAY INC,USD,17902.0000,17902.0000,1300.0000,14
114524,12/31/2015,2015,EBAY,EBAY INC,USD,8592.0000,8592.0000,1000.0000,14
114524,12/31/2016,2016,EBAY,EBAY INC,USD,8979.0000,8979.0000,1200.0000,14
114524,12/31/2017,2017,EBAY,EBAY INC,USD,9567.0000,9567.0000,1300.0000,14
114524,12/31/2018,2018,EBAY,EBAY INC,USD,10746.0000,10746.0000,1400.0000,14
114524,12/31/2019,2019,EBAY,EBAY INC,USD,10800.0000,10800.0000,1400.0000,14
147579,12/31/2010,2010,NFLX,NETFLIX INC,USD,2162.6250,2162.6250,212.4000,14
147579,12/31/2011,2011,NFLX,NETFLIX INC,USD,3204.5770,3204.5770,299.1000,14
147579,12/31/2012,2012,NFLX,NETFLIX INC,USD,3609.2820,3609.2820,377.2000,14
147579,12/31/2013,2013,NFLX,NETFLIX INC,USD,4374.5620,4374.5620,437.9000,14
147579,12/31/2014,2014,NFLX,NETFLIX INC,USD,5504.6560,5504.6560,533.1000,14
147579,12/31/2015,2015,NFLX,NETFLIX INC,USD,6779.5110,6779.5110,714.3000,14
147579,12/31/2016,2016,NFLX,NETFLIX INC,USD,8830.6690,8830.6690,842.4000,14
147579,12/31/2017,2017,NFLX,NETFLIX INC,USD,11692.7130,11692.7130,1091.1000,14
147579,12/31/2018,2018,NFLX,NETFLIX INC,USD,15794.3410,15794.3410,1808.0000,14
147579,12/31/2019,2019,NFLX,NETFLIX INC,USD,20156.4470,20156.4470,1879.0000,14
157855,01/31/2011,2010,CRM,SALESFORCE.COM INC,USD,1657.1390,1657.1390,61.4000,11
157855,01/31/2012,2011,CRM,SALESFORCE.COM INC,USD,2266.5390,2266.5390,80.3000,11
157855,01/31/2013,2012,CRM,SALESFORCE.COM INC,USD,3050.1950,3050.1950,110.7000,11
157855,01/31/2014,2013,CRM,SALESFORCE.COM INC,USD,4071.0030,4071.0030,155.8000,11
157855,01/31/2015,2014,CRM,SALESFORCE.COM INC,USD,5373.5860,5373.5860,203.6000,11
157855,01/31/2016,2015,CRM,SALESFORCE.COM INC,USD,6667.2160,6667.2160,315.6000,11
157855,01/31/2017,2016,CRM,SALESFORCE.COM INC,USD,8391.9840,8391.9840,350.3000,11
157855,01/31/2018,2017,CRM,SALESFORCE.COM INC,USD,10480.0120,10480.0120,372.9000,11
157855,01/31/2019,2018,CRM,SALESFORCE.COM INC,USD,13282.0000,13282.0000,482.0000,11
157855,01/31/2020,2019,CRM,SALESFORCE.COM INC,USD,17098.0000,17098.0000,660.0000,11
160329,12/31/2010,2010,GOOGL,ALPHABET INC,USD,29321.0000,29321.0000,772.0000,14
160329,12/31/2011,2011,GOOGL,ALPHABET INC,USD,37905.0000,37905.0000,1544.0000,14
160329,12/31/2012,2012,GOOGL,ALPHABET INC,USD,50175.0000,50175.0000,2332.0000,14
160329,12/31/2013,2013,GOOGL,ALPHABET INC,USD,59825.0000,59825.0000,2848.0000,14
160329,12/31/2014,2014,GOOGL,ALPHABET INC,USD,66001.0000,66001.0000,3004.0000,14
160329,12/31/2015,2015,GOOGL,ALPHABET INC,USD,74989.0000,74989.0000,3186.0000,14
160329,12/31/2016,2016,GOOGL,ALPHABET INC,USD,90272.0000,90272.0000,3868.0000,14
160329,12/31/2017,2017,GOOGL,ALPHABET INC,USD,110855.0000,110855.0000,5100.0000,14
160329,12/31/2018,2018,GOOGL,ALPHABET INC,USD,136819.0000,136819.0000,6400.0000,14
160329,12/31/2019,2019,GOOGL,ALPHABET INC,USD,161857.0000,161857.0000,6800.0000,14
170617,12/31/2010,2010,FB,FACEBOOK INC,USD,1974.0000,1974.0000,8.0000,14
170617,12/31/2011,2011,FB,FACEBOOK INC,USD,3711.0000,3711.0000,28.0000,14
170617,12/31/2012,2012,FB,FACEBOOK INC,USD,5089.0000,5089.0000,67.0000,14
170617,12/31/2013,2013,FB,FACEBOOK INC,USD,7872.0000,7872.0000,117.0000,14
170617,12/31/2014,2014,FB,FACEBOOK INC,USD,12466.0000,12466.0000,135.0000,14
170617,12/31/2015,2015,FB,FACEBOOK INC,USD,17928.0000,17928.0000,281.0000,14
170617,12/31/2016,2016,FB,FACEBOOK INC,USD,27638.0000,27638.0000,310.0000,14
170617,12/31/2017,2017,FB,FACEBOOK INC,USD,40653.0000,40653.0000,324.0000,14
170617,12/31/2018,2018,FB,FACEBOOK INC,USD,55838.0000,55838.0000,1100.0000,14
170617,12/31/2019,2019,FB,FACEBOOK INC,USD,70697.0000,70697.0000,1570.0000,14
187118,12/31/2010,2010,YNDX,YANDEX N.V.,USD,409.6250,409.6250,5.1450,14
187118,12/31/2011,2011,YNDX,YANDEX N.V.,USD,626.0310,626.0310,11.3750,14
187118,12/31/2012,2012,YNDX,YANDEX N.V.,USD,944.9960,944.9960,29.5650,14
187118,12/31/2013,2013,YNDX,YANDEX N.V.,USD,1205.6010,1205.6010,52.1280,14
187118,12/31/2014,2014,YNDX,YANDEX N.V.,USD,899.0840,899.0840,30.8330,14
187118,12/31/2015,2015,YNDX,YANDEX N.V.,USD,817.3570,817.3570,37.4280,14
187118,12/31/2016,2016,YNDX,YANDEX N.V.,USD,1256.5590,1256.5590,118.0350,14
187118,12/31/2017,2017,YNDX,YANDEX N.V.,USD,1633.7180,1633.7180,226.7480,14
187118,12/31/2018,2018,YNDX,YANDEX N.V.,USD,1838.3130,1838.3130,221.3630,14
187118,12/31/2019,2019,YNDX,YANDEX N.V.,USD,2824.9140,2824.9140,295.5520,14
206059,03/31/2011,2010,NPSNY,NASPERS LTD,USD,4888.8080,4888.8080,136.8300,19
206059,03/31/2012,2011,NPSNY,NASPERS LTD,USD,5155.9700,5155.9700,200.3000,19
206059,03/31/2013,2012,NPSNY,NASPERS LTD,USD,5445.5700,5445.5700,257.8160,19
206059,03/31/2014,2013,NPSNY,NASPERS LTD,USD,5958.4900,5958.4900,516.6470,19
206059,03/31/2015,2014,NPSNY,NASPERS LTD,USD,6021.5020,6021.5020,471.8050,19
206059,03/31/2016,2015,NPSNY,NASPERS LTD,USD,5930.0000,5930.0000,554.0000,19
206059,03/31/2017,2016,NPSNY,NASPERS LTD,USD,6098.0000,6098.0000,676.0000,19
206059,03/31/2018,2017,NPSNY,NASPERS LTD,USD,6660.0000,6660.0000,478.0000,19
206059,03/31/2019,2018,NPSNY,NASPERS LTD,USD,3291.0000,3291.0000,318.0000,19
206059,03/31/2020,2019,NPSNY,NASPERS LTD,USD,4001.0000,4001.0000,325.0000,19
221616,12/31/2010,2010,DTEGY,DEUTSCHE TELEKOM,USD,82826.4250,82826.4250,,19
221616,12/31/2011,2011,DTEGY,DEUTSCHE TELEKOM,USD,76090.5370,76090.5370,,19
221616,12/31/2012,2012,DTEGY,DEUTSCHE TELEKOM,USD,76701.6430,76701.6430,,19
221616,12/31/2013,2013,DTEGY,DEUTSCHE TELEKOM,USD,82855.8830,82855.8830,,19
221616,12/31/2014,2014,DTEGY,DEUTSCHE TELEKOM,USD,75822.4460,75822.4460,,19
221616,12/31/2015,2015,DTEGY,DEUTSCHE TELEKOM,USD,75188.8020,75188.8020,,19
221616,12/31/2016,2016,DTEGY,DEUTSCHE TELEKOM,USD,77140.3960,77140.3960,,19
221616,12/31/2017,2017,DTEGY,DEUTSCHE TELEKOM,USD,90101.2830,90101.2830,,19
221616,12/31/2018,2018,DTEGY,DEUTSCHE TELEKOM,USD,86618.3720,86618.3720,,19
221616,12/31/2019,2019,DTEGY,DEUTSCHE TELEKOM,USD,90370.4930,90370.4930,,19
239356,12/31/2010,2010,PRISY,PROMOTORA DE INFORMACIONES,USD,3745.4820,3745.4820,,19
239356,12/31/2011,2011,PRISY,PROMOTORA DE INFORMACIONES,USD,3534.4290,3534.4290,,19
239356,12/31/2012,2012,PRISY,PROMOTORA DE INFORMACIONES,USD,3513.6630,3513.6630,,19
239356,12/31/2013,2013,PRISY,PROMOTORA DE INFORMACIONES,USD,3755.7330,3755.7330,,19
239356,12/31/2014,2014,PRISY,PROMOTORA DE INFORMACIONES,USD,1760.3670,1760.3670,,19
239356,12/31/2015,2015,PRISY,PROMOTORA DE INFORMACIONES,USD,1492.0940,1492.0940,,19
239356,12/31/2016,2016,PRISY,PROMOTORA DE INFORMACIONES,USD,1433.0010,1433.0010,,19
239356,12/31/2017,2017,PRISY,PROMOTORA DE INFORMACIONES,USD,1407.4220,1407.4220,,19
239356,12/31/2018,2018,PRISY,PROMOTORA DE INFORMACIONES,USD,1465.7990,1465.7990,,19
239356,12/31/2019,2019,PRISY,PROMOTORA DE INFORMACIONES,USD,1229.4070,1229.4070,,19
024578,12/31/2010,2010,SWDBY,SWEDBANK AB,USD,9409.8060,,,19
024578,12/31/2010,2010,SWDBY,SWEDBANK AB,USD,9631.6470,9631.6470,53.2770,19
024578,12/31/2011,2011,SWDBY,SWEDBANK AB,USD,10351.6300,,,19
024578,12/31/2011,2011,SWDBY,SWEDBANK AB,USD,10562.7240,10562.7240,58.3380,19
024578,12/31/2012,2012,SWDBY,SWEDBANK AB,USD,10982.2660,,,19
024578,12/31/2012,2012,SWDBY,SWEDBANK AB,USD,11174.3550,11174.3550,51.1730,19
024578,12/31/2013,2013,SWDBY,SWEDBANK AB,USD,9150.2470,,,19
024578,12/31/2013,2013,SWDBY,SWEDBANK AB,USD,9329.2240,9329.2240,55.0940,19
024578,12/31/2014,2014,SWDBY,SWEDBANK AB,USD,7446.9940,,,19
024578,12/31/2014,2014,SWDBY,SWEDBANK AB,USD,7543.2300,7543.2300,46.1370,19
024578,12/31/2015,2015,SWDBY,SWEDBANK AB,USD,5883.5320,,,19
024578,12/31/2015,2015,SWDBY,SWEDBANK AB,USD,6025.5690,6025.5690,40.2440,19
024578,12/31/2016,2016,SWDBY,SWEDBANK AB,USD,5602.5690,,,19
024578,12/31/2016,2016,SWDBY,SWEDBANK AB,USD,5675.9150,5675.9150,31.3870,19
024578,12/31/2017,2017,SWDBY,SWEDBANK AB,USD,6171.2670,,,19
024578,12/31/2017,2017,SWDBY,SWEDBANK AB,USD,6324.8180,6324.8180,37.4390,19
024578,12/31/2018,2018,SWDBY,SWEDBANK AB,USD,5837.2820,,,19
024578,12/31/2018,2018,SWDBY,SWEDBANK AB,USD,5969.6100,5969.6100,33.4200,19
024578,12/31/2019,2019,SWDBY,SWEDBANK AB,USD,5785.5060,,,19
024578,12/31/2019,2019,SWDBY,SWEDBANK AB,USD,5923.9140,5923.9140,36.1810,19
187039,12/31/2010,2010,Z,ZILLOW GROUP INC,USD,30.4670,30.4670,,14
187039,12/31/2011,2011,Z,ZILLOW GROUP INC,USD,66.0530,66.0530,4.0000,14
187039,12/31/2012,2012,Z,ZILLOW GROUP INC,USD,116.8500,116.8500,11.1000,14
187039,12/31/2013,2013,Z,ZILLOW GROUP INC,USD,197.5450,197.5450,38.7000,14
187039,12/31/2014,2014,Z,ZILLOW GROUP INC,USD,325.8930,325.8930,73.1000,14
187039,12/31/2015,2015,Z,ZILLOW GROUP INC,USD,644.6770,644.6770,103.4000,14
187039,12/31/2016,2016,Z,ZILLOW GROUP INC,USD,846.5890,846.5890,120.2000,14
187039,12/31/2017,2017,Z,ZILLOW GROUP INC,USD,1076.7940,1076.7940,156.5000,14
187039,12/31/2018,2018,Z,ZILLOW GROUP INC,USD,1333.5540,1333.5540,177.3000,14
187039,12/31/2019,2019,Z,ZILLOW GROUP INC,USD,2742.8370,2742.8370,185.2000,14
